Date,Adj Close,Open,High,Low,,
2014-10-12,124.88,126.34,126.9,121.01,,
2014-10-19,129.85,124.88,129.9,124.69,,
2014-10-26,133.2,129.85,133.22,129.08,,
2014-11-02,134.47,133.2,134.5,132.47,,
2014-11-09,135.01,134.47,135.48,134.23,,
2014-11-16,136.59,135.01,137.15,134.68,,
2014-11-23,136.49,136.59,137.04,136.26,,
2014-11-30,136.71,136.49,137.04,135.3,,
2014-12-07,131.1,136.71,136.71,131.1,,
2014-12-14,135.57,131.1,136.08,129.37,,
2014-12-21,137.11,135.57,137.35,135.57,,
2014-12-28,134.68,137.11,137.48,133.93,,
2015-01-04,134.23,134.68,135.48,130.81,,
2015-01-11,133.04,134.23,135.24,130.95,,
2015-01-18,134.56,131.53,135.7,131.28,,
2015-01-25,130.61,134.56,134.91,130.49,,
2015-02-01,134.29,130.61,135.4,130.01,,
2015-02-08,136.71,134.29,136.71,133.41,,
2015-02-15,136.92,136.31,136.92,135.42,,
2015-02-22,136.57,136.92,137.66,136.43,,
2015-03-01,133.59,136.57,137.06,133.29,,
2015-03-08,132.22,133.59,134.55,131.34,,
2015-03-15,135.24,132.22,135.74,132.22,,
2015-03-22,132.66,135.24,135.95,131.81,,
2015-03-29,133.23,132.66,134.58,132.24,,
2015-04-05,135.69,133.23,135.72,132.68,,
2015-04-12,134.69,135.69,136.61,134.14,,
2015-04-19,136.7,134.69,136.83,134.69,,
2015-04-26,136.71,136.7,137.28,135.3,,
2015-05-03,136.98,136.71,137.43,134.25,,
2015-05-10,137.19,136.98,137.19,134.94,,
2015-05-17,136.78,137.19,137.74,136.78,,
2015-05-24,135.74,137.38,137.38,135.29,,
2015-05-31,133.94,135.74,136.32,133.78,,
2015-06-07,134.09,133.94,135.49,133.13,,
2015-06-14,135.19,134.09,136.29,132.87,,
2015-06-21,134.46,135.19,136.43,134.05,,
2015-06-28,132.75,134.46,134.46,131.52,,
2015-07-05,132.83,132.75,133.46,130.93,,
2015-07-12,134.6,132.83,135.22,132.83,,
2015-07-19,131.18,134.6,134.69,131.03,,
2015-07-26,132.93,131.18,133.59,130.23,,
2015-08-02,131.61,132.93,133.56,131.21,,
2015-08-09,132.64,131.61,133.32,130.51,,
2015-08-16,125.71,132.64,133.12,125.71,,
2015-08-23,125.76,125.71,126.04,118.59,,
2015-08-30,121.5,125.76,125.76,120.63,,
2015-09-06,123.36,123.63,125.56,120.93,,
2015-09-13,123.53,123.36,127.32,122.6,,
2015-09-20,122.71,123.53,124.83,120.87,,
2015-09-27,124.32,122.71,124.32,120.02,,
2015-10-04,129.19,124.32,129.82,124.32,,
2015-10-11,130.42,129.19,130.44,127.69,,
2015-10-18,133.1,130.42,133.35,129.32,,
2015-10-25,132.74,133.1,133.71,131.74,,
2015-11-01,133.47,132.74,135.04,132.33,,
2015-11-08,129.33,133.47,133.47,129.22,,
2015-11-15,132.75,129.33,133.52,129.26,,
2015-11-22,132.87,132.75,133.33,131.8,,
2015-11-29,132.8,132.87,133.76,129.97,,
2015-12-06,128.19,132.8,132.8,128,,
2015-12-13,128.29,128.19,132.58,127.27,,
2015-12-20,132.05,128.29,132.44,128.22,,
2015-12-27,130.89,131.74,133.16,130.87,,
2016-01-03,123.92,130.89,130.89,123.7,,
2016-01-10,122.15,123.92,125.57,120.7,,
2016-01-17,123.45,124.66,124.66,117.91,,
